date,close,rsi,equity,after_tax_equity,drawdown,running_peak,cumulative_return,after_tax_cumulative_return,cumulative_tax_paid
2025-05-13 12:00:00,103656.6953125,56.05314964738043,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-13 16:00:00,104718.34375,60.880413592632266,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-13 20:00:00,104167.328125,57.358803674448154,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-14 00:00:00,103570.0,53.73038542097372,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-14 04:00:00,103775.3671875,54.78930080288686,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-14 08:00:00,103917.234375,55.54615169145865,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-14 12:00:00,103488.6953125,52.67744000716917,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-14 16:00:00,103299.3046875,51.41368069737885,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-14 20:00:00,103538.828125,52.95100084198865,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-15 00:00:00,102780.8125,47.79677185165756,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-15 04:00:00,101819.8515625,42.19001781292856,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-15 08:00:00,102374.3203125,46.11752086833455,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-15 12:00:00,103227.4765625,51.56966530154246,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
